Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
992,conservative,religious,elephant,bush supporters,R_2U5z3e1IxQ7OCvO,Democrat,Neither positive nor negative,No,No,No,Yes
993,strong,fearless,noble,god fearing,R_vAGvRzRFRK2hQVr,Republican,Very positive,No,Yes,No,No
994,big business,corporate,traditional,bigots,R_pJz30AbqTtyFxMR,Democrat,Very negative,Yes,No,No,No
995,stodgy,old,behind,selfish,R_OC2wGC90fdMo0Vz,Democrat,Very negative,No,Yes,No,No
996,conservative,pro-guns,constitution,rich,R_2qmTT7qfPyZf518,Democrat,Neither positive nor negative,No,No,Yes,No
997,old,greedy,intolerant,ignorant,R_p618A6fogLbgOKl,Democrat,Very negative,Yes,Yes,No,No
998,smart,hardworking,patriotic,conservative,R_2VR4W3fkR6Ok2XL,Republican,A little positive,No,Yes,No,No
999,racist,ignorant,uneducated,religious,R_2BA4FoZiORxNFVa,Democrat,Very negative,Yes,Yes,No,No
1000,older,religious,stuffy,stiff,R_2AZSnKXd0E0fXIm,Democrat,Very negative,No,Yes,No,No
1001,rigid,conservative,closed minded,stubborn,R_3KJjHmfH1OixvcG,Democrat,Very negative,Yes,Yes,No,No
1002,voters,family oriented,smart,conservative,R_22squZZpgKT9zAI,Republican,A little positive,No,No,No,No
1003,libertarian,conservative,rational,frugal,R_1o6Yh4sRz2CR9VW,Independent,A little positive,No,Yes,No,No
1004,conservative,traditional,religious,hawkish,R_1i98PXJp5tjWNGp,Independent,Neither positive nor negative,No,No,Yes,No
1005,white,males,rich,business,R_1hS7AAS10OyO5fI,Democrat,A little negative,No,No,No,Yes
1006,traditional,conservative,conventional,stagnant,R_2vjC4SNGIbvbLco,Democrat,A little negative,Yes,No,No,No
1007,older,conservative,fiscal,business,R_Zk3EPinVwxpPTWh,Independent,Neither positive nor negative,No,No,Yes,No
1008,old,ignorant,conservative,stubborn,R_bCKIOengzo7bGbD,Democrat,Very negative,Yes,Yes,No,No
1009,rich,businessmen,selfish,aggressive,R_3rHSsxYgpVu8Lzv,Democrat,Very negative,Yes,Yes,No,Yes
1010,conservative,patient,tolerant,old school,R_1F2kXNBuxI0y2JR,Independent,A little positive,No,Yes,No,No
1011,racist,old,closed,emotional,R_2zvjjtUN2DZnlbh,Democrat,Very negative,Yes,Yes,No,No
1012,conservative,prolife,anti gay,rich,R_3houlG9hdhkKGZm,Democrat,A little negative,No,No,Yes,Yes
1013,whites,males,conservatives,religious,R_r0Adip4y17jrauJ,Democrat,A little negative,No,No,No,Yes
1014,arrogant,rich,snobs,selfish,R_pE3xYJKGwHyi5JD,Democrat,Very negative,Yes,Yes,No,No
1015,old,liars,racist,conservative,R_e2RVDSJ8TAW18qx,Democrat,Very negative,Yes,Yes,No,No
1016,wealthy,educated,american,motivated,R_2wQWiN1c1OEAMHw,Independent,A little positive,No,No,No,Yes
1017,old,white,rich,stuffy,R_3GdNRLYWM23Dl29,Democrat,Very negative,Yes,No,No,Yes
1018,selfish,corrupt,uneducated,anti intellectual,R_12rGILZJRaNzgJ4,Democrat,Very negative,Yes,Yes,No,No
1019,conservatives,white,male,entrenched,R_NW8K3hIWkOa05wt,Democrat,A little negative,No,No,No,Yes
1020,conservative,educated,employed,positive,R_2Pj9LnPFvFYXTlY,Independent,A little positive,No,No,No,No
1021,right,southern,conservative,old,R_3nrt27Kk2zTCDap,Democrat,A little negative,No,No,No,Yes
1022,rural,uneducated,angry,conservative,R_1jxp0UgoH32S8qs,Democrat,Very negative,Yes,No,No,Yes
1023,thoughtful,conservative,thinkers,shy,R_1LwjODZGlTX53bB,Independent,A little positive,No,Yes,No,No
1024,financially secure,domineering,aggressive,unempathetic,R_2EtuQ2kL5pakZrW,Democrat,Very negative,Yes,Yes,No,No
1025,conservative,old,greedy,closeminded,R_3JtkJkGX8jPEN4V,Democrat,Very negative,Yes,Yes,No,No
1026,bullies,conservative,narrow minded,selfish,R_4GXBZIrQGNpVnoh,Democrat,Very negative,Yes,Yes,No,No
1027,racist,bigots,redneck,rural,R_3DjvmO36vAakGpn,Democrat,Very negative,Yes,Yes,No,Yes
1028,conscientious,naive,unwise,sincere,R_2SiDLxpu3C8fynS,Independent,A little negative,No,Yes,No,No
1029,better,smart,knowledgeable,elephant,R_yKfCVlTIrNgeLux,Independent,A little positive,No,Yes,No,Yes
1030,selfish,racist,rich,uneducated,R_1mKtzeMrhHpluaQ,Democrat,Very negative,Yes,Yes,No,No
1031,conservative,right,elephant,grand old party,R_2AR63LFGyhf3XqO,Independent,Neither positive nor negative,No,No,No,No
1032,corporations,money,debt,war,R_1lbrLmv1KLFjIy9,Democrat,Very negative,Yes,No,Yes,No
1033,patriotic,honest,conservative,religious,R_21yTPsAyjMpPJvM,Republican,A little positive,No,Yes,No,Yes
1034,scared,out of touch,greedy,liars,R_1FfHJTjhqv05Y10,Democrat,Very negative,Yes,Yes,No,No
1035,rich,wealthy,conservative,christian,R_9Qzq8rW9GEYpYL7,Democrat,A little negative,No,No,No,Yes
1036,smart,conservative,friendly,fact based,R_3ldMyGewOoYe1Lr,Republican,A little positive,No,Yes,No,No
1037,honest,conservative,right,winners,R_1EZrqEyjXQrHMDC,Republican,A little positive,No,Yes,No,No
1038,conservative,wealthy,southern,religious,R_u9OBFPoPZ0YLXGN,Democrat,Neither positive nor negative,No,No,No,Yes
1039,rich,conservative,non caring,greedy,R_Rnuhtk2WlJ0LhN7,Democrat,Very negative,Yes,Yes,No,No
1040,wealthy,racist,closed minded,stubborn,R_3E9XXMMwzPxQHyY,Democrat,Very negative,Yes,Yes,No,Yes
1041,conservative,bush,stubborn,unrealistic,R_eEYlbSZBBUdjOY9,Democrat,A little negative,No,Yes,No,No
1042,old,straitlaced,low information,white,R_3lyv7EphwGLeqxW,Democrat,Very negative,Yes,Yes,No,Yes
1043,old,boring,white,rich,R_rpQ2WBEbQj5Paq5,Democrat,Very negative,Yes,No,No,Yes
1044,conservative,traditional,well off,indifferent,R_3Orjj4VkmQLnKi3,Democrat,A little negative,No,No,No,No
1045,conservative,anti tax,pro-life,pro-business,R_3mm0xhRKXi0A5NL,Independent,Neither positive nor negative,No,No,Yes,No
1046,hypocrites,zealots,muckraker,hateful,R_2OGx3xFza8QUR23,Democrat,Very negative,Yes,Yes,No,No
1047,conservative,pro-war,pro-life,wealthy,R_3mavRQC4IKfSALf,Democrat,A little negative,No,No,Yes,No
1048,working,business owner,refugee,knowledgeable,R_2Cy6TEwU3wRSI99,Independent,A little positive,No,No,No,Yes
1049,ignorant,racist,uneducated,greedy,R_zVETPi8GbwkIA4F,Democrat,Very negative,Yes,Yes,No,No
1050,cold,business,white,uncaring,R_1GUM5XEUe7Cbxld,Democrat,Very negative,Yes,Yes,No,Yes
1051,conservative,anti abortion,white,anti environment,R_3lDEDEdnErDHzg6,Democrat,Very negative,Yes,No,Yes,Yes
1052,wealthy,conservative,religious,moral,R_2cnCvapjrYmdOdJ,Independent,Neither positive nor negative,No,Yes,No,No
1053,white,male,racist,evil,R_2tgLR842AdFxFk4,Democrat,Very negative,Yes,Yes,No,Yes
1054,mean,greedy,narrow minded,hypocrites,R_3M3j9BsFXiz2Yzw,Democrat,Very negative,Yes,Yes,No,No
1055,conservative,religious,traditional,loud,R_ROXF458NBzOuW7D,Democrat,A little negative,No,Yes,No,No
1056,conservative,constitutional,government adverse,gun owners,R_ehw2b3YyxvRcM9j,Independent,Neither positive nor negative,No,No,Yes,No
1057,old,white,rich,man,R_cIr12td65A4Xb8d,Democrat,Very negative,Yes,No,No,Yes
1058,crazy,ignorant,stupid,greedy,R_6olAj58sgWckY6d,Democrat,Very negative,Yes,Yes,No,No
1059,older,rich,white,religious,R_3lJRGwvKjsBLyNs,Democrat,A little negative,No,No,No,Yes
1060,right winged,christians,guns,white,R_2Vfkbm1WoSAMpAi,Democrat,A little negative,No,No,No,Yes
1061,stubborn,old fashioned,traditional,arrogant,R_3LjRyY6OR6tye0G,Democrat,Very Negative,Yes,Yes,No,No
1062,dumb,sheep,bigots,hypocrites,R_vAcEf7pCtqgBvcl,Democrat,Very negative,Yes,Yes,No,No
1063,unjust,patriotic,greedy,self serving,R_20NbpDT2l0UW0o3,Democrat,Very negative,Yes,Yes,No,No
1064,manipulative,controlling,concerned,greedy,R_ywQLIyyMaDAMxLb,Democrat,Very negative,Yes,Yes,No,No
1065,conservative,stiff,wealthy,uncaring,R_3J90xLJKBwqYABs,Democrat,Very negative,Yes,Yes,No,No
1066,rich,conservative,bigots,greed,R_ZksuWZreAO9h2TL,Democrat,Very negative,Yes,Yes,No,No
1067,rich,rude,conservative,old,R_bKrNax08CFaShVj,Democrat,Very negative,Yes,Yes,No,No
1068,pragmatic,cold,conservative,emotional,R_1hEWmV3joLyVh9D,Independent,A little negative,No,Yes,No,No
1069,conservative,american,voter,citizen,R_06NLAnzOAsBibkd,Independent,Neither positive nor negative,No,No,No,No
1070,reactionary,lazy,inattentive,prejudiced,R_6Mzzn9epHMW0hlX,Democrat,Very negative,Yes,Yes,No,No
1071,conservative,corporate,money,closed,R_1gTlFhiUtOoHVt3,Democrat,A little negative,No,No,No,No
1072,business,professional,stuck up,negative,R_3LZuW7H6tep6rIO,Democrat,Very negative,Yes,Yes,No,No
1073,elitist,privileged,oblivious,fascist,R_3JwNTF1lIhnGXtv,Democrat,Very negative,Yes,Yes,No,No
1074,conservative,bigoted,racist,rich,R_3efMNAcZ8mlyMPk,Democrat,Very negative,Yes,Yes,No,Yes
1075,aggression,demanding,hatred,mean,R_1qa1IDk6cvCPAsE,Democrat,Very negative,Yes,Yes,No,No
1076,greedy,unfair,follower,firm,R_a3tPPgFRtZ75ued,Democrat,Very negative,No,Yes,No,No
1077,conservative,racist,oppressive,hypocritical,R_suK8CPUwfP6PF29,Democrat,Very negative,Yes,Yes,No,No
1078,pro-gun,pro-business,top 5%,wall street,R_AdGyiYfKQz7DvB7,Democrat,A little negative,No,No,Yes,Yes
1079,old fashioned,stubborn,hateful,bigoted,R_1jv0a0I3WhbT5jZ,Democrat,Very negative,Yes,Yes,No,No
1080,humans,patriotic,concerned,conservative,R_1q8uU8OJRoNiDao,Independent,A little positive,No,Yes,No,No
1081,rabid,irrational,close-minded,ignorant,R_2BfXrgDdRQYSsJt,Democrat,Very negative,Yes,Yes,No,No
1082,wealthy,men,investors,snobby,R_Drfpf4xzkBTBT1f,Democrat,Very negative,Yes,Yes,No,Yes
1083,conservative,military,money,rude,R_2R9fKAl1049ctXM,Democrat,A little negative,Yes,Yes,No,No
1084,liberal,realistic,modern,up to date,R_1hz07QjMK2zwqAi,Democrat,A little positive,No,No,No,No
1085,educated,employed,principled,values,R_25MaPy2DivP6YV6,Republican,A little positive,No,Yes,No,No
1086,old fashioned,conservative,stuffy,traditional,R_5dQ0LqXu9MqH07n,Independent,A little negative,No,No,No,No
1087,conservative,religious,older,responsible,R_3yHyiO9uurDwhPz,Independent,Neither positive nor negative,No,No,No,Yes
1088,male,white,angry,ignorant,R_3O1Fqngwx9FAkV4,Democrat,Very negative,Yes,Yes,No,Yes
1089,conservative,traditional,business minded,old,R_2tGnX99iOHvYYmS,Independent,Neither positive nor negative,No,No,No,No
1090,conservative,religious,right wing,bigot,R_3gL2lTBUM2Wcxys,Democrat,Very negative,Yes,Yes,No,No
1091,conservative,moneyed,right wing,extremists,R_3j6CWMlPu2BStnr,Democrat,Very negative,Yes,No,No,No
1092,confused,no direction,selfless,carless,R_20NiVuOODcC3bKs,Democrat,A little negative,No,Yes,No,No
1093,conservative,southern,wealthy,powerful,R_3oBEWVR7rm5msmx,Democrat,Neither positive nor negative,No,No,No,Yes
1094,irresponsible,ignorant,lazy,liars,R_1IKSxpMpjmx7Ia5,Democrat,Very negative,Yes,Yes,No,No
1095,old,unmodern,negative,homophobic,R_1nZ9cAZd4VAIgNr,Democrat,Very negative,Yes,Yes,No,Yes
1096,christians,honest,conservative,reserved,R_2wMjSK8UE7YRoYm,Republican,A little positive,No,Yes,No,Yes
1097,conservative,stodgy,unforgiving,unenlightened,R_sqkeDPq2xnA5rPj,Democrat,Very negative,Yes,Yes,No,No
1098,ignorant,racist,selfish,thoughtless,R_2Byx8SjSlbQkgJl,Democrat,Very negative,Yes,Yes,No,No
1099,christians,business owners,southerners,wealthy,R_1Qu3zJC9Toaq2Uz,Democrat,Neither positive nor negative,No,No,No,Yes
1100,fascist,warmonger,intolerant,greedy,R_3RggNOUF6Lc30wG,Democrat,Very negative,Yes,Yes,Yes,No
1101,unkind,self centered,sheltered,entitled,R_3HOfz0PDtkaq57e,Democrat,Very negative,Yes,Yes,No,No
1102,rich,large,conservative,selfish,R_2roTjtMqw57GnRW,Democrat,Very negative,Yes,Yes,No,No
1103,white,older,overweight,christian,R_Zh6w7V7b89QAQx3,Democrat,A little negative,No,No,No,Yes
1104,old,conservative,rich,religious,R_08IO9j0Spc7xdVD,Democrat,A little negative,No,No,No,Yes
1105,conservative,stubborn,bigoted,suckers,R_yqkCJkIb5w8g8Lf,Democrat,Very negative,Yes,Yes,No,No
1106,traditional,rich,racist,reckless,R_2uVBwIFuGGEJDNy,Democrat,Very negative,Yes,Yes,No,Yes
1107,wealthy,conservative,white people,opinionated,R_9S25co9PKNj4WqJ,Democrat,A little negative,No,Yes,No,Yes
1108,not in touch with reality,conservative,educated fools,yes men,R_12Fr9Tw4wX6gxPi,Democrat,Very negative,Yes,Yes,No,No
1109,conservative,brass,rich,NONE,R_32PetObo8Kh5UGb,Democrat,A little negative,No,Yes,No,Yes
1110,weak,duplicitous,conservative,divided,R_3nj9IvakL5iM9rj,Democrat,Very negative,Yes,Yes,No,No
1111,selfish,rich,arrogant,unethical,R_1Lhe7rEg2SfzWHQ,Democrat,Very negative,Yes,Yes,No,No
1112,conservative,independent,hard working,old fashioned,R_6zIQGRWc1yAh81X,Independent,A little positive,No,No,No,No
1113,old,white,conservative,ignorant,R_3m9TU2vp9pJU3K4,Democrat,Very negative,Yes,Yes,No,Yes
1114,strong,patriots,intelligent,protective,R_bjUPtzAYhaNLeet,Republican,Very positive,No,Yes,No,No
1115,conservative,married,male,libertarian,R_a99chNT9mcEJL45,Independent,Neither positive nor negative,No,No,Yes,Yes
1116,conservative,racist,right wing,greedy,R_3PhPPsq2ICOQ4G9,Democrat,Very negative,Yes,Yes,Yes,Yes
1117,strict,bombastic,harsh,principled,R_2wo6gamiojcK3ig,Independent,A little negative,No,Yes,No,No
1118,rich,greedy,selfish,stupid,R_2rZx7GP3pK9DTY7,Democrat,Very negative,Yes,Yes,No,No
1119,great,smart,honest,hardworking,R_30hFNCJtkDDgR1N,Independent,Very positive,No,Yes,No,No
1120,big business,rich,greedy,rash,R_bxZX4B1mbHGK937,Democrat,Very negative,Yes,Yes,No,Yes
1121,old,anti choice,conservative,oppressive,R_vcodnQWq3KWEUgN,Democrat,Very negative,Yes,No,Yes,No
1122,dad,mean,patriotic,devoted,R_WqfH3FVo7Du0Yj7,Independent,Neither positive nor negative,No,Yes,No,No
1123,thoughtful,conservative,caring,intelligent,R_24CPA2lswOap0k0,Republican,Very positive,No,Yes,No,No
1124,dumb,insane,guns,liar,R_RmcW4L89G9WphdL,Democrat,Very negative,Yes,Yes,Yes,Yes
1125,liars,dishonest,selfish,unfair,R_smVLx074O2vwWWJ,Democrat,Very negative,Yes,Yes,No,No
1126,rich,wasp,upper class,upper management,R_3plNkuoFj2KZOfv,Democrat,A little negative,No,No,No,Yes
1127,snobbish,educated,serious,religious,R_1OC4EHU3qxqNaLE,Independent,Neither positive nor negative,No,Yes,No,No
1128,uneducated,southern,dumb,southern,R_3Gj3jh0fzaNgaC0,Democrat,Very negative,Yes,Yes,No,Yes
1129,crazy,religious,insane,mad,R_1GZZosAs1ZqonAD,Democrat,Very negative,Yes,Yes,No,No
1130,conservative,right wing,elephant,capitalist,R_325x0dLJgutzBPH,Independent,Neither positive nor negative,No,No,Yes,No
1131,closed minded,conservative,prejudiced,tight,R_2Qo1iTaI7DZ933W,Democrat,Very negative,Yes,Yes,No,No
1132,stuffy,conservative,knowledgeable,honest,R_tLitFxdMPrIOIcF,Independent,A little positive,No,Yes,No,No
1133,dictator,tough,worker,common,R_3Q0pAOgJlRSK2KZ,Independent,Neither positive nor negative,No,Yes,No,No
1134,rich,entitled,greedy,uninformed,R_3HXIwVW32zND7Eb,Democrat,Very negative,Yes,Yes,No,No
1135,stupid,rich,indifferent,ignorant,R_2uV9wL3AHvfdYN9,Democrat,Very negative,Yes,Yes,No,No
1136,dumb,mean,selfish,irritating,R_325vg35zOnBX88r,Democrat,Very negative,Yes,Yes,No,No
1137,conservative,tough,independent,wise,R_p5yY6Jt6IFq0Qcp,Independent,A little positive,No,Yes,No,No
1138,religious,conservative,pro-life,caring,R_1pSCJmucDqb1VFQ,Republican,A little positive,No,Yes,Yes,No
1139,conservative,wealthy,jumbled,moral,R_1mlWkMvAq66p7ks,Democrat,A little negative,No,Yes,No,No
1140,old,protestant,conservative,unoriginal,R_1hEaugbeXsUC6xl,Democrat,Very negative,No,No,No,Yes
1141,conservative,right wing,elephant,strong,R_290J7ZU9GxPZ6fr,Independent,Neither positive nor negative,No,Yes,No,No
1142,conservative,savvy,intelligent,patriotic,R_sgRi2RmmECpeWcx,Republican,Very positive,No,Yes,No,No
1143,religious,rich,low government interference,low tax,R_sKUHpkD874jTrBT,Independent,Neither positive nor negative,No,No,Yes,No
1144,reserved,starchy,close-minded,judgmental,R_2rBZGgyFidPBTuX,Democrat,Very negative,No,Yes,No,No
1145,selfish,disloyal,stupid,irrelevant,R_3CCppx8zVHqHlvs,Democrat,Very negative,Yes,Yes,No,No
1146,conservative,strict,fair,nice,R_UGYlLA9QyE52FZD,Independent,A little positive,No,Yes,No,No
1147,close-minded,rude,greedy,self centered,R_3MJZmtSZKGF4Ogs,Democrat,Very negative,Yes,Yes,No,No
1148,greedy,rich,ambitious,racist,R_1E0S8X5ROIZVdqm,Democrat,Very negative,Yes,Yes,No,No
1149,racist,annoying,liars,dishonest,R_3fE1ZBGna9xlo3D,Democrat,Very negative,Yes,Yes,No,No
1150,traditional,conservative,red,governmental,R_1ifZAryPMyWM88h,Independent,Neither positive nor negative,No,No,Yes,No
1151,crazy,gun law nuts,brainless,weird,R_ReoQ3cQROE61xLj,Democrat,Very negative,Yes,Yes,Yes,No
1152,conservative,wealthy,educated,middle aged,R_9GpPSRFlimGXCzT,Independent,Neither positive nor negative,No,No,No,Yes
1153,lie,hard,fishy,conservative,R_29tqBPP4VQsDIgs,Democrat,Very negative,Yes,Yes,No,No
1154,stuffy,closed minded,rich,stodgy,R_RIWF9qQsWtP6KrL,Democrat,Very negative,Yes,Yes,No,No
1155,privileged,conservative,traditional,suspicious,R_12DoOR1oXVWxhKz,Democrat,A little negative,No,No,No,No
1156,white,rich,snob,rude,R_1cUE8kabjU0XZgs,Democrat,Very negative,Yes,Yes,No,Yes
1157,white,rich,wealthy,greedy,R_3oTLwbtKOc9me79,Democrat,Very negative,Yes,Yes,No,Yes
1158,small government,union conservative,conservative,pro-life,R_9S7BgahPVmNqJmJ,Republican,Neither positive nor negative,No,No,Yes,No
1159,conservative,responsible,tolerant,egalitarian,R_1gCj9wLRdOVAULt,Independent,A little positive,No,Yes,No,No
1160,conservative,right winged,christians/against abortion,supporters of gun rights,R_ebNFkHbASs9IRu9,Democrat,Neither positive nor negative,No,No,Yes,Yes
1161,ryan,mcconnell,romney,donald,R_1eF9jLDryAj7hPw,Independent,Neither positive nor negative,No,No,No,No
1162,rich,racist,white,snobs,R_uaaVH7rp3NShOLL,Democrat,Very negative,Yes,Yes,No,Yes
1163,selfish,gun holders,violent,rich,R_3EQNGXXJNmlfd8G,Democrat,Very negative,Yes,Yes,Yes,Yes
1164,white,proud,honorable,intelligent,R_3fpJ84aWkU15tCP,Republican,Very positive,No,Yes,No,Yes
1165,stupid,short sighted,angry,racist,R_a05BkAUxDaJZ1Pb,Democrat,Very negative,Yes,Yes,No,No
1166,uptight,opinionated,religious,annoying,R_2wz7KVi6qCgg4VW,Democrat,Very negative,Yes,Yes,No,No
1167,stingy,uncaring,conservative,tight,R_2wM26MIZDA8SsSy,Democrat,Very negative,Yes,Yes,No,No
1168,hateful,angry,mean,rude,R_3PRAZ7QP43PfRyJ,Democrat,Very negative,Yes,Yes,No,No
1169,american,people,normal,anybody,R_3MxngsKdRpau1OO,Independent,Neither positive nor negative,No,No,No,No
1170,weak,silly,deceitful,mocked,R_2cvhyJXq5wCXmLf,Democrat,Very negative,Yes,Yes,No,No
1171,whites,higher income people,mormons,health insurance business companies,R_0N6E1DCMcBHP0IN,Independent,Neither positive nor negative,No,No,No,Yes
1172,white,male,stuck up,stubborn,R_1oIwwaLGx3PYHvi,Democrat,Very negative,Yes,Yes,No,Yes
1173,upper class,white,rich,conservative,R_2WYHw92bQEPqad0,Democrat,A little negative,No,No,No,Yes
1174,nut,old,white,racist,R_zYmYxIBEOwZCnwl,Democrat,Very negative,Yes,Yes,No,Yes
1175,rigid,uncompromising,obtuse,intolerant,R_UGVuuzUFU5huFb3,Democrat,Very negative,Yes,Yes,No,No
1176,rich,ceo,whites,racist,R_31EtmJhPJerOLXg,Democrat,Very negative,Yes,No,No,Yes
1177,rich,conservative,white,religious,R_27djwVIcTKAqNVj,Democrat,A little negative,No,No,No,Yes
1178,snob,rich,white,conservative,R_1IAzXDJQL6snOaI,Democrat,Very negative,Yes,Yes,No,Yes
1179,smart,strong,adaptable,conservative,R_3prqAAuaHHK8Vu6,Independent,A little positive,No,Yes,No,No
1180,uptight,religious,snobs,wealthy,R_6nDYc5gNlOBvOsd,Democrat,Very negative,Yes,Yes,No,Yes
1181,conservative,capitalist,individual,religious,R_10Ujvve6AGAtKbE,Independent,Neither positive nor negative,No,No,Yes,No
1182,conservative,restriction,control,elephant,R_1DTLZ9zl57CQ4gq,Democrat,A little negative,No,No,Yes,No
1183,stingy,stereotypical,discriminatory,unforgiving,R_31jx48bDeWyjfSq,Democrat,Very negative,Yes,Yes,No,No
1184,conservative,trigger happy,old,establishment,R_30kl6uwpvEzPAuv,Democrat,Very negative,Yes,Yes,No,No
1185,angry,old,conservative,wasp,R_8w7OxqEy0w7pJtj,Democrat,Very negative,Yes,Yes,No,Yes
1186,crazy,mindless,dump,asshole,R_Q9NDcH2VtwKqp4B,Democrat,Very negative,Yes,Yes,No,No
1187,stingy,judgmental,cold,serious,R_2QgpzyiHcgXgez6,Democrat,Very negative,Yes,Yes,No,No
1188,older,wealthy,conservative,educated,R_1E1h6v6iMhNZGbD,Independent,Neither positive nor negative,No,No,No,Yes
1189,sheltered,closed,greedy,selfish,R_2xxEcYD8Er8ekMH,Democrat,Very negative,Yes,Yes,No,No
1190,strong,united,hard,intelligent,R_AM1mAebxAvX27AZ,Republican,A little positive,No,Yes,No,No
1191,frugal,inflexible,narrow,inconsiderate,R_1GwaZ5MY0nPfi06,Democrat,Very negative,Yes,Yes,No,No
1192,rich,white,boring,conservative,R_3KNgSdv17epDj2H,Democrat,A little negative,No,Yes,No,Yes
1193,white,wealthy,conservative,fiscal,R_OsdwndwvWji4T7z,Democrat,A little negative,No,No,Yes,Yes
1194,conservative,responsible,self reliant,entrepreneurial,R_3pnWbdfyXZSprTQ,Independent,A little positive,No,Yes,No,No
1195,older,conservative,wealthy,professionals,R_308heuSQzIUhtji,Democrat,Neither positive nor negative,No,No,No,Yes
1196,religious,corporate,conservative,taxpayers,R_3h0i7XpFHy66xVf,Democrat,Neither positive nor negative,No,No,Yes,No
1197,close-minded,stubborn,selfish,ignorant,R_ZmfPPCuX5YDDmz7,Democrat,Very negative,Yes,Yes,No,No
1198,aware,conservative,business,self,R_1exTWxqAv7ISC49,Independent,Neither positive nor negative,No,Yes,No,No
1199,arrogant,self righteous,indignant,lame,R_2s6c2RlDiLaOS2u,Democrat,Very negative,Yes,Yes,No,No
1200,racist,biased,rich,white,R_2pMCXVWpR6ajHxO,Democrat,Very negative,Yes,Yes,No,Yes
1201,smart,conservative,wealthy,proud,R_2VKJi9TRKTMqdWy,Republican,A little positive,No,Yes,No,No
1202,red,dumb,old,argumentative,R_2RX6JGoIlxNyJgf,Democrat,Very negative,Yes,Yes,No,No
1203,conservative,brainwashed,white,followers,R_vTRfkpYEgQ8LEd3,Democrat,Very negative,Yes,Yes,No,Yes
1204,rich,leaders,productive,independent,R_2V4lUTVFhmA6v0L,Independent,A little positive,No,No,No,No
1205,patriotic,soldiers,smart,worldly,R_3GlYpkWpLMKPXFU,Republican,A little positive,No,No,No,Yes
1206,snobby,uptight,republicans,self centered,R_2pPlv3iDQLsWql7,Democrat,Very negative,Yes,Yes,No,Yes
1207,traditional,white,conservative,reactionary,R_25AcCP1wmrLoqV3,Democrat,A little negative,No,No,No,Yes
1208,dumb,racist,conservative,white,R_Tn3zFLtZ8Y2Er05,Democrat,Very negative,Yes,Yes,No,Yes
1209,rich,selfish,stupid,christian,R_25tR7mV7p4XS4mL,Democrat,Very negative,Yes,Yes,No,Yes
1210,stingy,selfish,religious,conservative,R_WCYK9Slh5yDlsQ1,Democrat,Very negative,Yes,Yes,No,No
1211,stupid,greedy,ignorant,selfish,R_VRadnZWtW04bwVr,Democrat,Very negative,Yes,Yes,No,No
1212,smart,hard working,conservative,compassionate,R_2dxVE1EXzZV3fSF,Independent,A little positive,No,Yes,No,No
1213,conservative,family,freedom lovers,economic minded,R_2Sjp8kefXqoAPYM,Republican,A little positive,No,Yes,Yes,No
1214,ignorant,obese,guns,arrogant,R_3jTpjonbnfOIyiX,Democrat,Very negative,Yes,Yes,No,No
1215,wealthy,white,greedy,uninformed,R_2Pur2wGki0j2BJ4,Democrat,Very negative,Yes,Yes,No,Yes
1216,conservative,backward,stingy,unfeeling,R_UGVMFafr5xDsEHn,Democrat,Very negative,Yes,Yes,No,No
1217,fascist,radical christians,assholes,controllers of everyone and everything,R_1cXF1USfqmMJbzQ,Democrat,Very negative,Yes,Yes,No,Yes
1218,conservative,tea party,deceitful,penny pinching,R_1GOYu8V22paB794,Democrat,Very negative,Yes,Yes,Yes,Yes
1219,conservative,wealthy,educated,prestigious,R_pnLLivueslzPJQd,Independent,A little positive,No,No,No,Yes
1220,backwards,uneducated,delusional,uninformed,R_2CfGNObfYGkxhoL,Democrat,Very negative,Yes,Yes,No,No
1221,savior,trumpet,leader,responsible,R_3CT60WgULHx6zSR,Republican,Very positive,No,Yes,No,No
1222,lazy,stupid,arrogant,weird,R_3NUulQlqyUw57SG,Democrat,Very negative,Yes,Yes,No,No
1223,racist,xenophobic,white,classist,R_3dK6BmOqWMQJLbC,Democrat,Very negative,Yes,Yes,No,Yes
1224,right,conservative,strong,gop,R_2w649rkrXHLMfvw,Independent,Neither,No,No,No,No
1225,intelligent,mature,wise,common sense,R_1FfAiZWM7wZpDt6,Republican,Very positive,No,Yes,No,No
1226,wealthy,white,male,conservative,R_1LnDtQc9HGAQW2O,Democrat,A little negative,No,No,No,Yes
1227,conservative,hard core,establishment,consistent,R_WeZmYAQ8khaVPQR,Independent,Neither positive nor negative,No,No,No,No
1228,lazy,hicks,dumb,bush,R_b3eYzDqzU86PJhT,Democrat,Very negative,Yes,Yes,No,No
1229,conservative,older,shrewd,selfish,R_2uWkFyHqY4FqPDI,Democrat,Very negative,Yes,Yes,No,No
1230,hard working,oil,business,money,R_7WCcbJjrFENORKp,Independent,Neither,No,No,Yes,No
1231,lie,ignore,flashy,blunt,R_1ES5xV4AmJLYc93,Democrat,Very negative,Yes,Yes,No,No
1232,trump,reagan,bush,NONE,R_2xVH4KaLke4Rj7H,Independent,Neither positive nor negative,No,No,No,No
1233,selfish,racist,smug,angry,R_2V2NuJ3UrMUGjiP,Democrat,Very negative,Yes,Yes,No,No
