caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_d5LtjF2mEgLwIIJ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Socially,No,Liberal,Progressives,Socially,NONE,Republican,A little negative,No,No,Yes,No
R_5ATbRbQueHlUoTj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists,No,Liberal,Progressives,Activists,NONE,Republican,A little positive,No,No,No,No
R_em7GaP9Qh9Kq9JX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Progressive, Socialist, Progressive",No,Liberal,Progressive,Socialist,Progressive,Republican,A little negative,Yes,No,Yes,No
R_8hV7PNohvUFzMkB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, diverse, compassionate",No,Progressive,liberal,diverse,compassionate,Democrat,A little positive,No,No,No,No
R_0001qlHgysxS08B,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. Racially, you are Hispanic. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Socialist. Unafraid,No,Liberal,Progressive,Socialist,Unafraid,Republican,A little negative,Yes,No,Yes,No
R_3EO246Qups9nDy5,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Social Justice,No,Liberal,Social,Justice,NONE,Independent,Neither positive nor negative,No,No,No,No
R_5BAqmeXBAFz0TFr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, passionate, open",No,Progressive,liberal,passionate,open,Independent,A little positive,No,Yes,No,No
R_26lkiCAQhncb5HL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressively Democratic Left,No,Liberal,Progressively,Democratic,Left,Independent,Neither positive nor negative,No,No,Yes,No
R_1TBEAnISxCnIov3,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are very old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, tolerant, diverse.",No,Progressive,Liberal,Tolerant,Diverse,Democrat,A little positive,No,No,No,No
R_4T3dZhBAXuCmUVn,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Democrat,No,Liberal,Progressive,Socialist,Democrat,Republican,A little negative,Yes,No,Yes,No
