Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
1004,progressive,liberal,tolerant,open-minded,R_1i98PXJp5tjWNGp,Democrat,A little positive,No,Yes,No,No
1005,left,liberal,minority,urban,R_1hS7AAS10OyO5fI,Republican,Neither positive nor negative,No,No,No,Yes
1006,intelligent,open,progressive,unconventional,R_2vjC4SNGIbvbLco,Democrat,A little positive,No,Yes,No,No
1007,liberal,younger,socialist,progressive,R_Zk3EPinVwxpPTWh,Republican,A little negative,Yes,No,Yes,No
1008,liberal,progressive,educated,accepting,R_bCKIOengzo7bGbD,Democrat,A little positive,No,No,No,No
1009,poor,worker,union,women,R_3rHSsxYgpVu8Lzv,Independent,Neither,No,No,Yes,Yes
1010,liberal,loud,opinionated,loose tongued,R_1F2kXNBuxI0y2JR,Republican,Very negative,Yes,Yes,No,No
1011,liberal,open,optimistic,family,R_2zvjjtUN2DZnlbh,Democrat,A little positive,No,Yes,No,No
1012,liberal,prochoice,pro-gay marriage,socialists,R_3houlG9hdhkKGZm,Republican,A little negative,Yes,No,Yes,Yes
1013,liberals,females,youngsters,socialists,R_r0Adip4y17jrauJ,Republican,A little negative,No,No,No,Yes
1014,selfless,caring,equal,balanced,R_pE3xYJKGwHyi5JD,Democrat,Very positive,No,Yes,No,No
1015,liberal,honest,openminded,strong,R_e2RVDSJ8TAW18qx,Democrat,A little positive,No,Yes,No,No
1016,poor,diverse,uneducated,unmotivated,R_2wQWiN1c1OEAMHw,Republican,Very negative,Yes,No,No,Yes
1017,liberal,flaky,unrealistic,working class,R_3GdNRLYWM23Dl29,Republican,A little negative,No,Yes,No,Yes
1018,generous,collective,group,nice,R_12rGILZJRaNzgJ4,Independent,A little positive,No,Yes,No,No
1019,freedom,assistance,charitable,workers,R_NW8K3hIWkOa05wt,Democrat,A little positive,No,No,Yes,Yes
1020,poor,liberal,uneducated,opinionated,R_2Pj9LnPFvFYXTlY,Republican,Very negative,Yes,No,No,No
1021,liberal,young,left,social,R_3nrt27Kk2zTCDap,Independent,Neither positive nor negative,No,No,No,Yes
1022,educated,minority,coastal,liberal,R_1jxp0UgoH32S8qs,Independent,Neither positive nor negative,No,No,No,Yes
1023,open-minded,liberal,generous,talkative,R_1LwjODZGlTX53bB,Independent,A little positive,No,Yes,No,No
1024,progressive,egalitarian,open,caring,R_2EtuQ2kL5pakZrW,Democrat,Very positive,No,No,No,No
1025,progressive,liberal,leftwing,openminded,R_3JtkJkGX8jPEN4V,Independent,A little positive,No,No,No,No
1026,liberal,intelligent,generous,thoughtful,R_4GXBZIrQGNpVnoh,Democrat,Very positive,No,Yes,No,No
1027,hypocrite,coward,misguided,poor,R_3DjvmO36vAakGpn,Republican,Very negative,Yes,Yes,No,No
1028,uninformed,ignorant,dismissing,social,R_2SiDLxpu3C8fynS,Republican,Very negative,Yes,Yes,No,Yes
1029,broke,whiney,crybaby,donkey,R_yKfCVlTIrNgeLux,Republican,Very negative,Yes,Yes,No,No
1030,honest,fair,balanced,equal,R_1mKtzeMrhHpluaQ,Democrat,Very positive,No,Yes,No,No
1031,left,liberal,open-minded,laid back,R_2AR63LFGyhf3XqO,Independent,A little positive,No,Yes,No,No
1032,debt,education,race,diversity,R_1lbrLmv1KLFjIy9,Independent,Neither positive nor negative,No,No,Yes,Yes
1033,naive,bully,hypocritical,ignorant,R_21yTPsAyjMpPJvM,Republican,Very negative,Yes,Yes,No,No
1034,liars,dishonest,hypocrites,naive,R_1FfHJTjhqv05Y10,Republican,Very negative,Yes,Yes,No,No
1035,middle class,poor,liberal,atheist,R_9Qzq8rW9GEYpYL7,Republican,Neither positive nor negative,No,No,No,Yes
1036,spenders,unintelligent,demeaning,cold,R_3ldMyGewOoYe1Lr,Republican,Very negative,Yes,Yes,No,No
1037,liars,wrong,socialists,losers,R_1EZrqEyjXQrHMDC,Republican,Very negative,Yes,Yes,Yes,No
1038,liberal,northern,adaptive,open-minded,R_u9OBFPoPZ0YLXGN,Independent,A little positive,No,Yes,No,No
1039,liberal,open,caring,giving,R_Rnuhtk2WlJ0LhN7,Democrat,Very positive,No,Yes,No,No
1040,liberal,intelligent,non biased,compassionate,R_3E9XXMMwzPxQHyY,Democrat,Very positive,No,Yes,No,No
1041,forward thinking,liberal,powerful,rational,R_eEYlbSZBBUdjOY9,Democrat,A little positive,No,Yes,No,No
1042,progressive,liberal,social,kind,R_3lyv7EphwGLeqxW,Democrat,A little positive,No,Yes,No,No
1043,open,hardworking,real,normal,R_rpQ2WBEbQj5Paq5,Democrat,A little positive,No,Yes,No,No
1044,younger,liberal,sharing,environment,R_3Orjj4VkmQLnKi3,Independent,Neither positive nor negative,No,No,No,No
1045,liberal,lazy,pro-choice,environmentalist,R_3mm0xhRKXi0A5NL,Republican,A little negative,No,Yes,Yes,No
1046,progressive,open-minded,nice,helpful,R_2OGx3xFza8QUR23,Democrat,Very positive,No,Yes,No,No
1047,liberal,anti gun,pro-choice,socialist,R_3mavRQC4IKfSALf,Republican,A little negative,Yes,No,Yes,No
1048,rich,white,busybody,hypocrite,R_2Cy6TEwU3wRSI99,Republican,Very negative,Yes,Yes,No,Yes
1049,educated,compassionate,intelligent,caring,R_zVETPi8GbwkIA4F,Democrat,Very positive,No,Yes,No,No
1050,liberal,ethnic,poor,government,R_1GUM5XEUe7Cbxld,Republican,A little negative,No,No,Yes,Yes
1051,liberal,pro-abortion,atheist,educated,R_3lDEDEdnErDHzg6,Republican,A little negative,No,No,Yes,Yes
1052,liberals,unemployed,minorities,impoverished,R_2cnCvapjrYmdOdJ,Republican,Very negative,Yes,No,No,Yes
1053,loving,kind,caring,oppressed,R_2tgLR842AdFxFk4,Democrat,Very positive,No,Yes,No,No
1054,open-minded,accepting,inclusive,respectful,R_3M3j9BsFXiz2Yzw,Democrat,Very positive,No,Yes,No,No
1055,liberal,taxes,hypocrites,uninformed,R_ROXF458NBzOuW7D,Republican,Very negative,Yes,Yes,Yes,No
1056,liberal,government centric,entitlements,causes,R_ehw2b3YyxvRcM9j,Republican,A little negative,No,No,Yes,No
1057,liberal,hippie,pot,welfare,R_cIr12td65A4Xb8d,Republican,Very negative,Yes,No,Yes,No
1058,greedy,noncaring,unfocused,stupid,R_6olAj58sgWckY6d,Republican,Very negative,Yes,Yes,No,No
1059,liberal,young,smart,socially conscious,R_3lJRGwvKjsBLyNs,Democrat,A little positive,No,Yes,No,No
1060,equal opportunity,liberal,poor,minorities,R_2Vfkbm1WoSAMpAi,Independent,Neither positive nor negative,No,No,No,Yes
1061,liberal,open,progressive,communists,R_3LjRyY6OR6tye0G,Republican,Very negative,Yes,No,Yes,No
1062,progressive,liberal,intelligent,inclusive,R_vAcEf7pCtqgBvcl,Democrat,Very positive,No,No,No,No
1063,caring,just,patriotic,virtuous,R_20NbpDT2l0UW0o3,Democrat,Very positive,No,Yes,No,No
1064,liberal,concerned,honest,caring,R_ywQLIyyMaDAMxLb,Democrat,Very positive,No,Yes,No,No
1065,liberal,caring,feeling,reactionary,R_3J90xLJKBwqYABs,Independent,Neither positive nor negative,No,Yes,No,No
1066,lazy,uneducated,black,welfare,R_ZksuWZreAO9h2TL,Republican,Very negative,Yes,No,No,Yes
1067,young,progressive,rude,poor,R_bKrNax08CFaShVj,Republican,Very negative,Yes,Yes,No,Yes
1068,liberal,soft,emotional,warm,R_1hEWmV3joLyVh9D,Independent,A little positive,No,Yes,No,No
1069,liberal,american,voter,citizen,R_06NLAnzOAsBibkd,Independent,Neither positive nor negative,No,No,No,No
1070,liberal,conscientious,supportive,intelligent,R_6Mzzn9epHMW0hlX,Democrat,Very positive,No,Yes,No,No
1071,liberal,open,supportive,people,R_1gTlFhiUtOoHVt3,Independent,A little positive,No,No,No,No
1072,liberal,presidential,smart,elegant,R_3LZuW7H6tep6rIO,Democrat,A little positive,No,Yes,No,No
1073,liberal,intelligent,educated,compassionate,R_3JwNTF1lIhnGXtv,Democrat,Very positive,No,Yes,No,No
1074,liberal,radical,pro-gay,pro-abortion,R_3efMNAcZ8mlyMPk,Republican,A little negative,Yes,No,Yes,Yes
1075,loving,caring,sharing,nice,R_1qa1IDk6cvCPAsE,Democrat,Very positive,No,Yes,No,No
1076,smart,fair,educated,nice,R_a3tPPgFRtZ75ued,Democrat,Very positive,No,Yes,No,No
1077,open,liberal,compassionate,equalizing,R_suK8CPUwfP6PF29,Democrat,A little positive,No,Yes,No,No
1078,liberal,tree hugger,environment,share the wealth,R_AdGyiYfKQz7DvB7,Republican,A little negative,No,No,Yes,No
1079,gullible,meek,weak,idealistic,R_1jv0a0I3WhbT5jZ,Republican,Very negative,Yes,Yes,No,No
1080,human,concerned,patriotic,liberal,R_1q8uU8OJRoNiDao,Independent,A little positive,No,Yes,No,No
1081,liberal,progressive,forward thinking,optimistic,R_2BfXrgDdRQYSsJt,Democrat,A little positive,No,No,No,No
1082,poor,minority,unemployed,women,R_Drfpf4xzkBTBT1f,Republican,A little negative,Yes,No,No,Yes
1083,liberal,helpful,aide,poor,R_2R9fKAl1049ctXM,Independent,A little positive,No,Yes,No,Yes
1084,conservative,traditional,uptight,closed off,R_1hz07QjMK2zwqAi,Republican,Very negative,No,Yes,No,No
1085,liberal,giveaway,misguided,wrong,R_25MaPy2DivP6YV6,Republican,Very negative,Yes,No,Yes,No
1086,liberal,self righteous,arrogant,social justice,R_5dQ0LqXu9MqH07n,Republican,Very negative,Yes,Yes,No,No
1087,liberal,young,unpatriotic,gullible,R_3yHyiO9uurDwhPz,Republican,Very negative,Yes,No,No,No
1088,diverse,middle class,intelligent,caring,R_3O1Fqngwx9FAkV4,Democrat,Very positive,No,Yes,No,Yes
1089,liberal,accepting,young,naive,R_2tGnX99iOHvYYmS,Republican,A little negative,Yes,Yes,No,No
1090,liberal,non religious,left wing,ignorant,R_3gL2lTBUM2Wcxys,Republican,Very negative,Yes,No,No,No
1091,liberal,socialist,leftwing,tolerant,R_3j6CWMlPu2BStnr,Independent,Neither,No,No,Yes,No
1092,caring,about rights,for the people,NONE,R_20NiVuOODcC3bKs,Independent,A little positive,No,Yes,Yes,No
1093,liberal,minority,flexible,working,R_3oBEWVR7rm5msmx,Independent,A little positive,No,No,No,Yes
1094,responsible,caring,hard working,blunt,R_1IKSxpMpjmx7Ia5,Independent,A little positive,No,Yes,No,No
1095,liberal,young,modern,smart,R_1nZ9cAZd4VAIgNr,Democrat,A little positive,No,No,No,Yes
1096,liberal,atheists,non traditional,obnoxious,R_2wMjSK8UE7YRoYm,Republican,Very negative,Yes,Yes,No,No
1097,liberal,pro-choice,pro-gay marriage,accepting,R_sqkeDPq2xnA5rPj,Independent,A little positive,No,No,Yes,Yes
1098,peaceful,kind,knowledgeable,intelligent,R_2Byx8SjSlbQkgJl,Democrat,Very positive,No,Yes,No,No
1099,young,northerners,intelligent,educated,R_1Qu3zJC9Toaq2Uz,Independent,A little positive,No,No,No,Yes
1100,pot smokers,looney,socialist,commies,R_3RggNOUF6Lc30wG,Republican,Very negative,Yes,No,Yes,No
1101,liberal,educated,naive,kind,R_3HOfz0PDtkaq57e,Republican,Neither positive nor negative,No,Yes,No,No
1102,liberal,generous,fair,righteous,R_2roTjtMqw57GnRW,Democrat,Very positive,No,Yes,No,No
1103,liberal,open-minded,accepting,humanitarian,R_Zh6w7V7b89QAQx3,Democrat,Very positive,No,Yes,No,No
1104,temperamental,hypocritical,self righteous,idealistic,R_08IO9j0Spc7xdVD,Republican,Very negative,Yes,Yes,No,No
1105,liberal,open-minded,educated,fair,R_yqkCJkIb5w8g8Lf,Democrat,Very positive,No,No,No,No
1106,crazy,loud,aggressive,rich,R_2uVBwIFuGGEJDNy,Republican,Very negative,Yes,Yes,No,No
1107,younger people,poorer people,liberals,minorities,R_9S25co9PKNj4WqJ,Republican,Neither positive nor negative,No,No,No,Yes
1108,idiots,misinformed,liberal,educated fools,R_12Fr9Tw4wX6gxPi,Republican,Very negative,Yes,Yes,No,No
1109,liberal,free with monies,for the poor,NONE,R_32PetObo8Kh5UGb,Republican,A little negative,No,No,Yes,Yes
1110,uniformed,ideologues,soft,wrong,R_3nj9IvakL5iM9rj,Republican,Very negative,Yes,Yes,No,No
1111,middle class,trustworthy,open-minded,ethical,R_1Lhe7rEg2SfzWHQ,Democrat,Very positive,No,Yes,No,No
1112,liberal,progressive,socialistic,forward thinking,R_6zIQGRWc1yAh81X,Independent,A little positive,No,No,Yes,No
1113,young,liberal,middle class,passionate,R_3m9TU2vp9pJU3K4,Independent,Neither positive nor negative,No,No,No,Yes
1114,ethnic,homosexual,hippies,liberals,R_bjUPtzAYhaNLeet,Republican,Very negative,Yes,No,No,Yes
1115,wealthy,poor,union,liberal,R_a99chNT9mcEJL45,Independent,Neither positive nor negative,No,No,No,Yes
1116,liberal,lefty,progressive,donkey,R_3PhPPsq2ICOQ4G9,Republican,Neither positive nor negative,No,No,No,No
1117,lazy,liberal,egalitarian,godless,R_2wo6gamiojcK3ig,Republican,Very negative,Yes,Yes,No,No
1118,friendly,smart,wise,intelligent,R_2rZx7GP3pK9DTY7,Democrat,Very positive,No,Yes,No,No
1119,senile,crazy,slow,clowns,R_30hFNCJtkDDgR1N,Republican,Very negative,Yes,Yes,No,No
1120,normal,mediocre,worker,minority,R_bxZX4B1mbHGK937,Republican,A little negative,No,No,No,Yes
1121,progressive,liberal,open-minded,welcoming,R_vcodnQWq3KWEUgN,Democrat,A little positive,No,No,No,No
1122,me,enthusiastic,committed,intellectuals,R_WqfH3FVo7Du0Yj7,Democrat,A little positive,No,Yes,No,No
1123,egocentric,argumentative,uninformed,racist,R_24CPA2lswOap0k0,Republican,Very negative,Yes,Yes,No,No
1124,liberal,gay,nice,atheist,R_RmcW4L89G9WphdL,Republican,Neither positive nor negative,No,No,No,Yes
1125,poor,honest,hardworking,poverty,R_smVLx074O2vwWWJ,Independent,Neither positive nor negative,No,Yes,No,No
1126,considerate,average,relatable,middle management,R_3plNkuoFj2KZOfv,Independent,Neither positive nor negative,No,Yes,No,No
1127,impractical,naive,demanding,intolerant,R_1OC4EHU3qxqNaLE,Republican,Very negative,Yes,Yes,No,No
1128,strong,liberal,real,happy,R_3Gj3jh0fzaNgaC0,Democrat,A little positive,No,Yes,No,No
1129,strong,independent,social,interesting,R_1GZZosAs1ZqonAD,Independent,A little positive,No,Yes,No,No
1130,liberal,left wing,donkey,socialist,R_325x0dLJgutzBPH,Republican,A little negative,No,No,Yes,No
1131,open-minded,liberal,diverse,ethical,R_2Qo1iTaI7DZ933W,Democrat,Very positive,No,Yes,No,No
1132,liberal,honest,caring,worthy,R_tLitFxdMPrIOIcF,Democrat,Very positive,No,Yes,No,No
1133,liberal,government,welfare,free,R_3Q0pAOgJlRSK2KZ,Republican,A little negative,No,No,Yes,No
1134,liberal,educated,social minded,fair,R_3HXIwVW32zND7Eb,Democrat,A little positive,No,No,No,No
1135,empathetic,welcoming,young,worldly,R_2uV9wL3AHvfdYN9,Democrat,A little positive,No,Yes,No,No
1136,good,kind,smart,relaxed,R_325vg35zOnBX88r,Democrat,Very positive,No,Yes,No,No
1137,liberal,progressive,urban,sympathetic,R_p5yY6Jt6IFq0Qcp,Independent,A little positive,No,No,No,Yes
1138,liberal,socialist,hippie,ignorant,R_1pSCJmucDqb1VFQ,Republican,Very negative,Yes,No,Yes,No
1139,liberal,progressive,united,empowering,R_1mlWkMvAq66p7ks,Democrat,Very positive,No,No,No,No
1140,clintons,liberal,minorities,unoriginal,R_1hEaugbeXsUC6xl,Republican,A little negative,No,No,No,Yes
1141,donkey,left wing,liberal,liar,R_290J7ZU9GxPZ6fr,Republican,Very negative,Yes,Yes,No,No
1142,free loaders,liberal,controlling,intrusive,R_sgRi2RmmECpeWcx,Republican,Very negative,Yes,No,Yes,No
1143,big government,higher taxes,more liberal,less affluent,R_sKUHpkD874jTrBT,Republican,A little negative,No,No,Yes,No
1144,blue collar,family,open,compassionate,R_2rBZGgyFidPBTuX,Independent,A little positive,No,Yes,No,No
1145,questionable,faithful,understanding,helpful,R_3CCppx8zVHqHlvs,Independent,A little positive,No,Yes,No,No
1146,new,liberal,nice,open-minded,R_UGYlLA9QyE52FZD,Independent,A little positive,No,Yes,No,No
1147,kind,open-minded,fair,considerate,R_3MJZmtSZKGF4Ogs,Democrat,Very positive,No,Yes,No,No
1148,thoughtful,caring,consideration,understanding,R_1E0S8X5ROIZVdqm,Democrat,Very positive,No,Yes,No,No
1149,loyal,faithful,honest,down to earth,R_3fE1ZBGna9xlo3D,Democrat,Very positive,No,Yes,No,No
1150,untraditional,anti guns,liberal,blue,R_1ifZAryPMyWM88h,Republican,A little negative,No,No,Yes,No
1151,liberal,change,social,steady,R_ReoQ3cQROE61xLj,Independent,Neither positive nor negative,No,No,No,No
1152,liberal,supportive,educated,confident,R_9GpPSRFlimGXCzT,Democrat,A little positive,No,No,No,No
1153,open,liberal,honest,strong,R_29tqBPP4VQsDIgs,Democrat,Very positive,No,Yes,No,No
1154,open-minded,liberal,free thinkers,unconventional,R_RIWF9qQsWtP6KrL,Independent,A little positive,No,Yes,No,No
1155,open-minded,liberal,generous,trusting,R_12DoOR1oXVWxhKz,Democrat,A little positive,No,Yes,No,No
1156,normal,hopeful,misguided,ignorant,R_1cUE8kabjU0XZgs,Republican,A little negative,No,No,No,No
1157,struggling,low income,hungry,helpful,R_3oTLwbtKOc9me79,Independent,A little negative,No,No,No,Yes
1158,liberal,union support,global warming,big government,R_9S7BgahPVmNqJmJ,Republican,Neither positive nor negative,No,No,Yes,Yes
1159,liberal,intolerant,intrusive,progressive,R_1gCj9wLRdOVAULt,Republican,Very negative,Yes,No,Yes,No
1160,liberal,left winged,supporters of gun control,pro-abortion,R_ebNFkHbASs9IRu9,Republican,Neither positive nor negative,No,No,Yes,No
1161,jack,xin,anna,jong,R_1eF9jLDryAj7hPw,Independent,Neither positive nor negative,No,No,No,No
1162,minority,poor,uneducated,colored,R_uaaVH7rp3NShOLL,Republican,Very negative,Yes,No,No,Yes
1163,caring,family oriented,antiwar,needy,R_3EQNGXXJNmlfd8G,Independent,Neither positive nor negative,No,Yes,Yes,No
1164,black,thief,challenged,sorry,R_3fpJ84aWkU15tCP,Republican,Very negative,Yes,Yes,No,Yes
1165,hipster,vegetarian,sensitive,offended,R_a05BkAUxDaJZ1Pb,Republican,Very negative,Yes,Yes,No,Yes
1166,supportive,open-minded,equality,liberal,R_2wz7KVi6qCgg4VW,Democrat,A little positive,No,Yes,No,No
1167,liberal,unrealistic,soft,argumentative,R_2wM26MIZDA8SsSy,Republican,Very negative,Yes,Yes,No,No
1168,liberal,educated,workers,smart,R_3PRAZ7QP43PfRyJ,Democrat,A little positive,No,Yes,No,No
1169,american,people,normal,anybody,R_3MxngsKdRpau1OO,Independent,Neither positive nor negative,No,No,No,No
1170,scatterbrain,unloyal,criminal,liar,R_2cvhyJXq5wCXmLf,Republican,Very negative,Yes,Yes,No,No
1171,illegal residents,lower income people,hispanics,blacks,R_0N6E1DCMcBHP0IN,Republican,Very negative,Yes,No,No,Yes
1172,misinformed,incompetent,dishonest,arrogant,R_1oIwwaLGx3PYHvi,Republican,Very negative,Yes,Yes,No,No
1173,middle class,black,poor,liberal,R_2WYHw92bQEPqad0,Republican,Neither positive nor negative,No,No,No,Yes
1174,nut,feminist,racist,freeloader,R_zYmYxIBEOwZCnwl,Republican,Very negative,Yes,Yes,No,Yes
1175,obtuse,arrogant,divisive,liberal,R_UGVuuzUFU5huFb3,Republican,Very negative,Yes,Yes,No,No
1176,laborers,hispanics,blacks,poor,R_31EtmJhPJerOLXg,Republican,Neither positive nor negative,No,No,No,Yes
1177,open,liberal,young,poor,R_27djwVIcTKAqNVj,Republican,Neither,No,No,No,Yes
1178,poor,liberal,cheap,black,R_1IAzXDJQL6snOaI,Republican,Very negative,Yes,No,No,Yes
1179,snide,deceit,dishonest,broken,R_3prqAAuaHHK8Vu6,Republican,Very negative,Yes,Yes,No,No
1180,liberal,considerate,compassionate,donkey,R_6nDYc5gNlOBvOsd,Independent,A little positive,No,Yes,No,No
1181,progressive,government,equality,liberal,R_10Ujvve6AGAtKbE,Independent,Neither positive nor negative,No,No,Yes,No
1182,liberal,equalism,social welfare,labor union,R_1DTLZ9zl57CQ4gq,Independent,Neither positive nor negative,No,No,Yes,Yes
1183,liberal,socialist,giving,upfront,R_31jx48bDeWyjfSq,Republican,Neither positive nor negative,No,No,Yes,No
1184,liberal,snooty,self righteous,popular,R_30kl6uwpvEzPAuv,Republican,Very negative,Yes,Yes,No,No
1185,loud,hippy,free,happy,R_8w7OxqEy0w7pJtj,Independent,A little positive,No,Yes,No,No
1186,ok,nice,best one,fine,R_Q9NDcH2VtwKqp4B,Independent,A little positive,No,No,No,No
1187,giving,loving,equal,good,R_2QgpzyiHcgXgez6,Democrat,Very positive,No,Yes,No,No
1188,young people,liberals,minorities,working class,R_1E1h6v6iMhNZGbD,Independent,Neither positive nor negative,No,No,No,Yes
1189,caring,liberal,open,giving,R_2xxEcYD8Er8ekMH,Democrat,A little positive,No,Yes,No,No
1190,wrong,soft,misinformed,misguided,R_AM1mAebxAvX27AZ,Republican,Very negative,Yes,Yes,No,No
1191,progressive,flexible,compassionate,considerate,R_1GwaZ5MY0nPfi06,Democrat,A little positive,No,Yes,No,No
1192,liberal,friendly,spread out,diverse,R_3KNgSdv17epDj2H,Independent,A little positive,No,Yes,No,Yes
1193,liberal,givers,social,eager,R_OsdwndwvWji4T7z,Independent,A little positive,No,No,No,No
1194,victims,helpless,mentally ill,unintelligent,R_3pnWbdfyXZSprTQ,Republican,Very negative,Yes,Yes,No,No
1195,liberal,young,idealist,average,R_308heuSQzIUhtji,Independent,Neither positive nor negative,No,No,No,No
1196,rich,poor,liberal,statist,R_3h0i7XpFHy66xVf,Republican,Neither positive nor negative,No,No,Yes,Yes
1197,caring,intelligent,liberal,worldly,R_ZmfPPCuX5YDDmz7,Democrat,Very positive,No,Yes,No,No
1198,kind,liberal,open,aware,R_1exTWxqAv7ISC49,Democrat,Very positive,No,Yes,No,No
1199,arrogant,self righteous,indignant,lame,R_2s6c2RlDiLaOS2u,Republican,Very negative,Yes,Yes,No,No
1200,colored,young,fresh,poor,R_2pMCXVWpR6ajHxO,Republican,A little negative,No,No,No,Yes
1201,smart,liberal,proud,committed,R_2VKJi9TRKTMqdWy,Democrat,A little positive,No,Yes,No,No
1202,blue,crazy,liberal,left,R_2RX6JGoIlxNyJgf,Republican,Very negative,Yes,No,No,Yes
1203,liberal,brainwashed,protestors,entrenched,R_vTRfkpYEgQ8LEd3,Republican,Very negative,Yes,No,No,Yes
1204,socialist,dictators,control,prideful,R_2V4lUTVFhmA6v0L,Republican,Very negative,Yes,Yes,Yes,No
1205,liberal,socialist,low iq,naive,R_3GlYpkWpLMKPXFU,Republican,Very negative,Yes,Yes,Yes,No
1206,snobby,uptight,self centered,democrats,R_2pPlv3iDQLsWql7,Republican,Very negative,Yes,Yes,No,No
1207,progressive,diverse,forward thinking,statist,R_25AcCP1wmrLoqV3,Republican,A little negative,No,No,Yes,No
1208,soft,calm,progressive,loose,R_Tn3zFLtZ8Y2Er05,Independent,Neither positive nor negative,No,Yes,No,No
1209,liberal,pro-choice,kind,caring,R_25tR7mV7p4XS4mL,Independent,A little positive,No,Yes,Yes,No
1210,caring,empathetic,generous,intelligent,R_WCYK9Slh5yDlsQ1,Democrat,Very positive,No,Yes,No,No
1211,social,educated,caring,environmental,R_VRadnZWtW04bwVr,Independent,A little positive,No,No,Yes,No
1212,pathetic,ignorant,liberal,low information voters,R_2dxVE1EXzZV3fSF,Republican,Very negative,Yes,Yes,No,No
1213,liberal,radicals,welfare,free money and services,R_2Sjp8kefXqoAPYM,Republican,Very negative,Yes,No,Yes,No
1214,intelligent,hard working,thin,healthy,R_3jTpjonbnfOIyiX,Democrat,A little positive,No,Yes,No,No
1215,poor,middle class,informed,overworked,R_2Pur2wGki0j2BJ4,Independent,Neither positive nor negative,No,No,No,No
1216,empathic,progressive,inclusive,fair,R_UGVMFafr5xDsEHn,Democrat,A little positive,No,Yes,No,No
1217,almost as bad as republicans,freedom for bodies,possibly good,hopeful at times,R_1cXF1USfqmMJbzQ,Independent,A little negative,No,No,No,No
1218,liberal,socialist,anti gun,pro-choice,R_1GOYu8V22paB794,Republican,A little negative,No,No,Yes,No
1219,minority,poor,young,inexperienced,R_pnLLivueslzPJQd,Republican,A little negative,No,No,No,Yes
1220,average,scientific,open,concerned,R_2CfGNObfYGkxhoL,Independent,A little positive,No,No,No,No
1221,violent,oppressive,communistic,welfare,R_3CT60WgULHx6zSR,Republican,Very negative,Yes,No,Yes,No
1222,silly,stupid,arrogant,lazy,R_3NUulQlqyUw57SG,Republican,Very negative,Yes,Yes,No,No
1223,poor,open,disenfranchised,jaded,R_3dK6BmOqWMQJLbC,Republican,A little negative,No,No,No,Yes
1224,weak,clinton,liberal,left,R_2w649rkrXHLMfvw,Republican,A little negative,No,No,No,No
1225,dumb,young,poor,minorities,R_1FfAiZWM7wZpDt6,Republican,Very negative,Yes,No,No,Yes
1226,honest,workers,southern,liberal,R_1LnDtQc9HGAQW2O,Independent,A little positive,No,Yes,No,Yes
1227,liberal,young,poor,women,R_WeZmYAQ8khaVPQR,Republican,A little negative,No,No,No,Yes
1228,lazy,weird,sheep,uneducated,R_b3eYzDqzU86PJhT,Republican,Very negative,Yes,Yes,No,No
1229,idealistic,liberal,progressive,entitled,R_2uWkFyHqY4FqPDI,Republican,A little negative,No,Yes,No,No
1230,smart,educated,hard working,family oriented,R_7WCcbJjrFENORKp,Democrat,A little positive,No,Yes,No,No
1231,liar,hypocrite,avoidance,self absorbed,R_1ES5xV4AmJLYc93,Republican,Very negative,Yes,Yes,No,No
1232,obama,hillary,bill,NONE,R_2xVH4KaLke4Rj7H,Republican,Neither positive nor negative,No,No,No,No
1233,kind,smart,ethical,sensitive,R_2V2NuJ3UrMUGjiP,Democrat,Very positive,No,Yes,No,No
1234,liberal,modern,environmentalists,feminist,R_2aOYCZcIByfxxqA,Independent,A little positive,No,No,Yes,Yes
1235,open-minded,generous,liberal,empathetic,R_3CVCCQCthBx4PkU,Democrat,A little positive,No,Yes,No,No
1236,progressive,liberal,feminist,socialist,R_2t3iVVnyhqJYkiD,Republican,A little negative,Yes,No,Yes,Yes
1237,right,generous,altruistic,concerned,R_26axrhmS11AtUCu,Democrat,Very positive,No,Yes,No,No
1238,energetic,helpful,accountable,apologetic,R_2rA8fVXTlibVeMM,Independent,A little positive,No,Yes,No,No
1239,liberal,green,eco friendly,progressive,R_3WeZEvPNWGlgkyR,Independent,A little positive,No,No,Yes,No
1240,donkey,people,loyalist,non republican,R_3Oq7L6WlDgOdgKk,Independent,Neither positive nor negative,No,No,No,Yes
1241,pro-choice,pro-lgbt+,inclusive,liberal,R_ug1qqyIl5AyqL05,Independent,A little positive,No,No,Yes,Yes
1242,liberal,urban,pro-choice,progressive,R_2OGAhNatah9MFi4,Independent,Neither positive nor negative,No,No,Yes,No
1243,liberal,young,progressive,taxes,R_8c9AdovcXFyEx1f,Independent,Neither positive nor negative,No,No,Yes,No
1244,liberal,politically correct,pro-diversity,pro-choice,R_2EvppkjAy0yjpIa,Independent,A little positive,No,No,Yes,Yes
1245,liberal,accepting,entitled,ridiculous,R_2XbqFHpFuPESk8z,Republican,Very negative,Yes,Yes,No,No
1246,smart,strong,kind,attentive,R_1rkaqgOZZh3DGha,Democrat,Very positive,No,Yes,No,No
1247,stubborn,uninformed,limited,naive,R_1jMIL1MpxuchykX,Republican,Very negative,Yes,Yes,No,No
1248,rich,poor,partisan,saner,R_3fSOoj35Blm8XsO,Independent,Neither positive nor negative,No,No,No,Yes
1249,liars,corporate,untrustworthy,ineffective,R_27mmbn7oHD3tWWz,Republican,Very negative,Yes,Yes,Yes,No
